taxon,grouped,plankton,precision-native_rf,recall-native_rf,f1-native_rf,precision-mobilenet_pca50_rf,recall-mobilenet_pca50_rf,f1-mobilenet_pca50_rf,precision-mobilenet600,recall-mobilenet600,f1-mobilenet600,precision-effnetv2s,recall-effnetv2s,f1-effnetv2s
Tomopteridae,Annelida,True,0.037037037037037035,0.6867469879518072,0.07028360049321825,0.926829268292683,0.9156626506024096,0.9212121212121213,0.896551724137931,0.9397590361445783,0.9176470588235294,0.82,0.9879518072289156,0.8961748633879781
Fritillariidae,Appendicularia,True,0.640625,0.18021978021978022,0.28130360205831906,0.9077615298087739,0.8868131868131868,0.8971650917176209,0.8868852459016393,0.8917582417582418,0.8893150684931507,0.874807593637763,0.9368131868131868,0.9047492703634916
Oikopleuridae,Appendicularia,True,0.3177788721989658,0.5196295550634186,0.3943769577507831,0.9431336963097399,0.9416146567344473,0.9423735643763852,0.9626148705096074,0.9279243003825247,0.94495130702204,0.9552026063938098,0.9444332595127843,0.9497874063575623
tail<Appendicularia,Appendicularia,True,0.577433628318584,0.41995172968624295,0.4862598975314392,0.846703733121525,0.8576025744167337,0.8521183053557154,0.8754325259515571,0.8141592920353983,0.8436848686952897,0.8719611021069692,0.8656476267095736,0.8687928946306015
trunk,Appendicularia,True,0.0,0.0,0.0,0.7808219178082192,0.5906735751295337,0.672566371681416,0.6,0.7616580310880829,0.6712328767123288,0.6554621848739496,0.8082901554404145,0.7238979118329466
Chaetognatha,Chaetognatha,True,0.6201709682722341,0.9600458073546253,0.753558052434457,0.9724444444444444,0.9744242270008907,0.9734333290962247,0.9840756084930088,0.9671713958518896,0.9755502791503562,0.9858210879092549,0.9731518004835221,0.9794454760837549
head<Chaetognatha,Chaetognatha,True,0.0,0.0,0.0,0.8791208791208791,0.42105263157894735,0.5693950177935944,0.6907216494845361,0.7052631578947368,0.6979166666666666,0.6512605042016807,0.8157894736842105,0.7242990654205608
tail<Chaetognatha,Chaetognatha,True,0.3146067415730337,0.1009009009009009,0.15279672578444747,0.7577519379844961,0.7045045045045045,0.7301587301587301,0.7664783427495292,0.7333333333333333,0.7495395948434622,0.7599309153713298,0.7927927927927928,0.7760141093474426
cirrus,Cirripedia,True,0.5,0.05,0.09090909090909091,0.7450980392156863,0.6333333333333333,0.6846846846846847,0.46296296296296297,0.8333333333333334,0.5952380952380952,0.6103896103896104,0.7833333333333333,0.6861313868613139
cypris,Cirripedia,True,0.0,0.0,0.0,0.924812030075188,0.8367346938775511,0.8785714285714286,0.9315068493150684,0.9251700680272109,0.9283276450511946,0.9241379310344827,0.9115646258503401,0.9178082191780822
nauplii<Cirripedia,Cirripedia,True,0.0,0.0,0.0,0.9407051282051282,0.9044684129429892,0.9222309505106049,0.9258114374034003,0.9229583975346687,0.9243827160493827,0.9375,0.9476117103235747,0.9425287356321839
Evadne,Cladocera,True,0.6946022727272727,0.09774135518688787,0.1713684948309094,0.9641442155309033,0.9728163102138717,0.9684608496666999,0.9659608153572136,0.9756146312212672,0.970763723150358,0.9714001986097319,0.9776134319408355,0.9744969117354054
Penilia,Cladocera,True,0.4271197205462051,0.3744432071269488,0.3990505859664738,0.9666759233546237,0.969097995545657,0.9678854441818434,0.966804979253112,0.9729955456570156,0.96989038434855,0.9742738589211618,0.9805122494432071,0.9773830997641182
Podon,Cladocera,True,0.0,0.0,0.0,0.9032258064516129,0.863013698630137,0.882661996497373,0.8359133126934984,0.9246575342465754,0.8780487804878049,0.824773413897281,0.934931506849315,0.8764044943820225
Acartiidae,Copepoda,True,0.47153141361256545,0.16276968259347113,0.24200184734234612,0.9615428636831864,0.948943860838134,0.9552018192154633,0.9675920548263445,0.9409239805715577,0.9540716985454128,0.9682430100103555,0.9505252456794308,0.9593023255813954
Calanidae,Copepoda,True,0.25681039148475554,0.459935379644588,0.32959018291271125,0.9638807904114026,0.961389337641357,0.9626334519572953,0.9767789019737934,0.951373182552504,0.9639086668303462,0.9744132985658409,0.9659127625201939,0.9701444101898427
Calanoida,Copepoda,True,0.7512747875354108,0.46704530445119535,0.5760052127168571,0.937383136930904,0.9491040373354467,0.9432071756727193,0.9360437367119365,0.9498084797252675,0.9428758741258741,0.9441901024634838,0.9534187469730991,0.948781983876621
Calocalanus pavo,Copepoda,True,0.5,0.014084507042253521,0.0273972602739726,0.9032258064516129,0.7887323943661971,0.8421052631578947,0.8024691358024691,0.9154929577464789,0.8552631578947368,0.8589743589743589,0.9436619718309859,0.8993288590604027
Candaciidae,Copepoda,True,0.14626129827444537,0.1007357102433503,0.1193029490616622,0.9584282460136674,0.9524617996604414,0.9554357082032359,0.9373626373626374,0.9654782116581777,0.951212712573181,0.9344528710725893,0.9762308998302207,0.9548851370052588
Centropagidae,Copepoda,True,0.32362916902204636,0.33236574746008707,0.32793928111127024,0.9442277127582719,0.9484760522496372,0.9463471146187822,0.9417936188559931,0.951088534107402,0.9464182553437319,0.9455197132616487,0.9571843251088534,0.9513162639740353
Copilia,Copepoda,True,0.0,0.0,0.0,0.9642857142857143,0.8181818181818182,0.8852459016393442,0.9065420560747663,0.9797979797979798,0.941747572815534,0.9158878504672897,0.98989898989899,0.9514563106796117
Corycaeidae,Copepoda,True,0.25559246954595793,0.3227069351230425,0.28525522185143987,0.96965399886557,0.956096196868009,0.9628273725711067,0.9651422197434467,0.9678411633109619,0.9664898073163921,0.9691666666666666,0.9756711409395973,0.9724080267558528
Eucalanidae,Copepoda,True,0.25555555555555554,0.12568306010928962,0.1684981684981685,0.9176470588235294,0.8524590163934426,0.8838526912181303,0.9016393442622951,0.9016393442622951,0.9016393442622951,0.8787878787878788,0.9508196721311475,0.9133858267716536
Euchaetidae,Copepoda,True,0.1439917127071823,0.40922473012757604,0.21302681992337164,0.9403714565004888,0.9440628066732091,0.9422135161606269,0.937682570593963,0.9450441609421001,0.9413489736070382,0.9572815533980582,0.9676153091265947,0.9624206930209859
Haloptilus,Copepoda,True,0.2647058823529412,0.39803439803439805,0.3179587831207066,0.9818652849740933,0.9312039312039312,0.9558638083228247,0.9601990049751243,0.9484029484029484,0.9542645241038319,0.972568578553616,0.9582309582309583,0.9653465346534653
Harpacticoida,Copepoda,True,1.0,0.001201923076923077,0.0024009603841536613,0.9464052287581699,0.8701923076923077,0.9067000626174077,0.9384236453201971,0.9158653846153846,0.927007299270073,0.9261904761904762,0.9350961538461539,0.930622009569378
Heterorhabdidae,Copepoda,True,0.0,0.0,0.0,0.8739495798319328,0.8788732394366198,0.8764044943820225,0.801452784503632,0.9323943661971831,0.8619791666666666,0.859375,0.9295774647887324,0.8930987821380244
Metridinidae,Copepoda,True,0.15002124946876327,0.14473144731447316,0.14732888146911519,0.9533721898417985,0.938909389093891,0.9460855195207601,0.9458572600492207,0.9454694546945469,0.9456633176132868,0.9502427184466019,0.9630996309963099,0.9566279780085523
Oithonidae,Copepoda,True,0.8350591715976331,0.4586168376155174,0.5920681743690593,0.970699723388997,0.9622219965471718,0.9664422684618523,0.9787278415015641,0.9531837107748553,0.9657869012707723,0.9754393176446409,0.9639484106834569,0.9696598222494637
Oncaeidae,Copepoda,True,0.8698224852071006,0.047882736156351795,0.09076875578882371,0.9353363814500326,0.9328990228013029,0.9341161121983039,0.9437356885835787,0.9397394136807817,0.9417333115717317,0.9469746258945999,0.9482084690553746,0.9475911458333334
Pontellidae,Copepoda,True,0.5887353878852285,0.512962962962963,0.5482434438396834,0.9801512287334594,0.9601851851851851,0.9700654817586529,0.9931372549019608,0.937962962962963,0.9647619047619047,0.9943502824858758,0.9777777777777777,0.9859943977591037
Rhincalanidae,Copepoda,True,0.8666666666666667,0.37142857142857144,0.52,0.9090909090909091,0.5714285714285714,0.7017543859649122,0.7941176470588235,0.7714285714285715,0.782608695652174,0.8787878787878788,0.8285714285714286,0.8529411764705882
Sapphirinidae,Copepoda,True,0.0,0.0,0.0,0.9790209790209791,0.8641975308641975,0.9180327868852459,0.9294871794871795,0.8950617283950617,0.9119496855345912,0.8947368421052632,0.9444444444444444,0.918918918918919
Temoridae,Copepoda,True,0.5268817204301075,0.15080237414816444,0.23448983079815416,0.9616232906925453,0.9584524071224445,0.9600352306506661,0.9577680525164114,0.9621894921960871,0.9599736813247066,0.9731885663638378,0.9654869202022422,0.9693224453762966
Ctenophora,Ctenophora,True,0.0,0.0,0.0,0.8620689655172413,0.5474452554744526,0.6696428571428571,0.6353591160220995,0.8394160583941606,0.7232704402515723,0.7785234899328859,0.8467153284671532,0.8111888111888111
cyphonaute,cyphonaute,True,0.9631147540983607,0.17616191904047976,0.29784537389100124,0.9931350114416476,0.9760119940029985,0.9844990548204159,0.9842814371257484,0.9857571214392804,0.9850187265917603,0.9799107142857143,0.987256371814093,0.9835698282300224
larvae<Luciferidae,Decapoda,True,0.75,0.09183673469387756,0.16363636363636364,0.989010989010989,0.9183673469387755,0.9523809523809523,0.9494949494949495,0.9591836734693877,0.9543147208121827,0.9895833333333334,0.9693877551020408,0.979381443298969
larvae<Porcellanidae,Decapoda,True,0.6290115532734275,0.6550802139037433,0.641781270464964,0.952755905511811,0.9705882352941176,0.9615894039735099,0.9810040705563093,0.9665775401069518,0.9737373737373738,0.9762532981530343,0.9893048128342246,0.9827357237715804
megalopa,Decapoda,True,0.24555160142348753,0.323943661971831,0.2793522267206478,0.9757281553398058,0.9436619718309859,0.9594272076372315,0.9324324324324325,0.971830985915493,0.9517241379310345,0.9627906976744186,0.971830985915493,0.9672897196261683
protozoea<Penaeidae,Decapoda,True,0.0,0.0,0.0,0.8727272727272727,0.8135593220338984,0.8421052631578947,0.8548387096774194,0.8983050847457628,0.8760330578512396,0.9310344827586207,0.9152542372881356,0.9230769230769231
protozoea<Sergestidae,Decapoda,True,0.0,0.0,0.0,0.7717391304347826,0.797752808988764,0.7845303867403315,0.6178861788617886,0.8539325842696629,0.7169811320754716,0.7024793388429752,0.9550561797752809,0.8095238095238095
zoea<Brachyura,Decapoda,True,0.3401606425702811,0.484,0.39952830188679245,0.9530011325028312,0.9617142857142857,0.9573378839590444,0.9679450486548369,0.9662857142857143,0.9671146697169002,0.9743150684931506,0.9754285714285714,0.9748715019988577
zoea<Galatheidae,Decapoda,True,0.8333333333333334,0.006587615283267457,0.013071895424836602,0.8701799485861182,0.8919631093544137,0.8809368900455433,0.852760736196319,0.9156785243741765,0.8831003811944091,0.8526946107784431,0.9380764163372859,0.8933500627352572
Doliolida,Doliolida,True,0.5454545454545454,0.2874743326488706,0.37651277454056475,0.9451476793248945,0.919917864476386,0.9323621227887617,0.9164983164983165,0.9315537303216974,0.9239646978954514,0.9359673024523161,0.9404517453798767,0.9382041652441107
larvae<Echinodermata,Echinodermata,True,0.0,0.0,0.0,0.9310344827586207,0.7105263157894737,0.8059701492537313,0.7032967032967034,0.8421052631578947,0.7664670658682635,0.7906976744186046,0.8947368421052632,0.8395061728395061
pluteus<Echinoidea,Echinodermata,True,0.9824561403508771,0.15512465373961218,0.2679425837320574,0.9192546583850931,0.8199445983379502,0.8667642752562226,0.8439897698209718,0.9141274238227147,0.8776595744680851,0.8928571428571429,0.9002770083102493,0.896551724137931
pluteus<Ophiuroidea,Echinodermata,True,0.6029411764705882,0.07564575645756458,0.13442622950819672,0.9517102615694165,0.8726937269372693,0.9104908565928778,0.9229357798165138,0.9280442804428044,0.9254829806807727,0.8883161512027491,0.9538745387453874,0.9199288256227758
Eumalacostraca,Eumalacostraca,True,0.5249587458745875,0.7370402548508543,0.6131791350439706,0.9087267525035765,0.9197799015348972,0.9142199194012666,0.9241176470588235,0.9099333912539821,0.9169706697796586,0.9478817433709235,0.9006660874601795,0.9236709236709236
Eumalacostraca potentially protozoea,Eumalacostraca,True,0.41346153846153844,0.19111111111111112,0.2613981762917933,0.8127659574468085,0.8488888888888889,0.8304347826086956,0.7272727272727273,0.9244444444444444,0.8140900195694716,0.7544483985765125,0.9422222222222222,0.8379446640316206
larvae<Mysida,Eumalacostraca,True,0.0,0.0,0.0,1.0,0.5714285714285714,0.7272727272727273,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.8,0.8571428571428571,0.8275862068965517
Mysida,Eumalacostraca,True,0.9285714285714286,0.65,0.7647058823529411,0.989247311827957,0.7666666666666667,0.863849765258216,0.9719626168224299,0.8666666666666667,0.9162995594713657,0.9734513274336283,0.9166666666666666,0.944206008583691
Harosa,Harosa,True,0.4,0.00819672131147541,0.01606425702811245,0.7642276422764228,0.7704918032786885,0.7673469387755102,0.6907216494845361,0.8237704918032787,0.7514018691588785,0.6492307692307693,0.8647540983606558,0.7416520210896309
Isopoda,Isopoda,True,0.7066666666666667,0.6385542168674698,0.6708860759493671,1.0,0.9759036144578314,0.9878048780487805,0.9540229885057471,1.0,0.9764705882352941,0.9651162790697675,1.0,0.9822485207100592
Atlanta,Mollusca,True,0.0,0.0,0.0,0.9298245614035088,0.7794117647058824,0.848,0.7471264367816092,0.9558823529411765,0.8387096774193549,0.8666666666666667,0.9558823529411765,0.9090909090909091
Bivalvia<Mollusca,Mollusca,True,0.8412698412698413,0.0682110682110682,0.1261904761904762,0.9429657794676806,0.9575289575289575,0.9501915708812261,0.9457755359394704,0.9652509652509652,0.9554140127388535,0.9404466501240695,0.9755469755469756,0.9576753000631711
Cavolinia inflexa,Mollusca,True,0.8314606741573034,0.4471299093655589,0.581532416502947,0.9729323308270676,0.9773413897280967,0.9751318764129616,0.9407514450867052,0.9833836858006042,0.9615952732644018,0.9588839941262849,0.986404833836858,0.9724497393894267
Creseidae,Mollusca,True,0.6234042553191489,0.3820078226857888,0.4737267582861762,0.9272030651340997,0.9465449804432855,0.9367741935483871,0.9149198520345253,0.9674054758800521,0.9404309252217997,0.9235588972431078,0.9608865710560626,0.94185303514377
Creseis acicula,Mollusca,True,0.7142857142857143,0.6414219474497682,0.6758957654723127,0.9608626198083067,0.9296754250386399,0.9450117831893166,0.9563492063492064,0.9312210200927357,0.9436178543461238,0.9461952344350499,0.9513137557959814,0.948747591522158
Cymbulia peroni,Mollusca,True,0.0,0.0,0.0,0.9090909090909091,0.7142857142857143,0.8,0.631578947368421,0.8571428571428571,0.7272727272727273,0.65,0.9285714285714286,0.7647058823529411
egg<Mollusca,Mollusca,True,1.0,0.007751937984496124,0.015384615384615385,0.8288288288288288,0.7131782945736435,0.7666666666666667,0.75,0.7906976744186046,0.769811320754717,0.7318840579710145,0.7829457364341085,0.7565543071161048
Gymnosomata,Mollusca,True,0.6428571428571429,0.569620253164557,0.6040268456375839,0.9594594594594594,0.8987341772151899,0.9281045751633987,0.9390243902439024,0.9746835443037974,0.9565217391304348,0.95,0.9620253164556962,0.9559748427672956
Limacinidae,Mollusca,True,0.6441005802707931,0.1575958353052532,0.2532319391634981,0.9607193563653573,0.9607193563653573,0.9607193563653573,0.9674952198852772,0.9578797917652626,0.9626634958382877,0.9570637119113573,0.9810695693327023,0.9689179714886655
part<Mollusca,Mollusca,True,0.25,0.011764705882352941,0.02247191011235955,0.6908212560386473,0.5607843137254902,0.6190476190476191,0.46524064171123,0.6823529411764706,0.5532591414944356,0.5272206303724928,0.7215686274509804,0.609271523178808
Actiniaria,other_Cnidaria,True,1.0,0.09090909090909091,0.16666666666666666,0.9523809523809523,0.9090909090909091,0.9302325581395349,0.9130434782608695,0.9545454545454546,0.9333333333333333,0.8148148148148148,1.0,0.8979591836734694
ephyra,other_Cnidaria,True,0.45454545454545453,0.30726256983240224,0.36666666666666664,0.9655172413793104,0.7821229050279329,0.8641975308641975,0.9629629629629629,0.8715083798882681,0.9149560117302052,0.893048128342246,0.9329608938547486,0.912568306010929
Hydrozoa,other_Cnidaria,True,0.16113744075829384,0.11744386873920552,0.13586413586413587,0.7988165680473372,0.6994818652849741,0.7458563535911602,0.7685352622061483,0.7340241796200345,0.7508833922261484,0.8272552783109405,0.7443868739205527,0.7836363636363637
Obelia,other_Cnidaria,True,0.20512820512820512,0.16326530612244897,0.18181818181818182,0.943089430894309,0.7891156462585034,0.8592592592592593,0.8785714285714286,0.8367346938775511,0.8571428571428571,0.8791946308724832,0.891156462585034,0.8851351351351351
part<Cnidaria,other_Cnidaria,True,0.0,0.0,0.0,1.0,0.08,0.14814814814814814,0.4766355140186916,0.408,0.4396551724137931,0.36363636363636365,0.576,0.4458204334365325
calyptopsis,other_Crustacea,True,0.21020408163265306,0.08547717842323652,0.1215339233038348,0.9396479463537301,0.9302904564315353,0.9349457881567973,0.9413223140495868,0.9452282157676348,0.9432712215320911,0.9042801556420234,0.9643153526970955,0.9333333333333333
larvae<Stomatopoda,other_Crustacea,True,0.8315789473684211,0.3224489795918367,0.4647058823529412,0.9827586206896551,0.9306122448979591,0.9559748427672956,0.975,0.9551020408163265,0.9649484536082474,0.9876543209876543,0.9795918367346939,0.9836065573770492
metanauplii<Crustacea,other_Crustacea,True,0.0,0.0,0.0,0.9310344827586207,0.7297297297297297,0.8181818181818182,0.8421052631578947,0.8648648648648649,0.8533333333333334,0.8809523809523809,1.0,0.9367088607594937
nauplii<Crustacea,other_Crustacea,True,0.6060606060606061,0.023668639053254437,0.04555808656036447,0.926060606060606,0.9041420118343195,0.9149700598802395,0.9133489461358314,0.9230769230769231,0.9181871689228959,0.9315230224321134,0.9337278106508876,0.9326241134751773
Ostracoda,other_Crustacea,True,0.4790528233151184,0.4499572284003422,0.46404940449933835,0.9656652360515021,0.962360992301112,0.9640102827763496,0.957983193277311,0.9751924721984602,0.9665112335735481,0.9736170212765958,0.9786142001710864,0.9761092150170648
part<Crustacea,other_Crustacea,True,0.47126436781609193,0.013376835236541599,0.02601522842639594,0.6785179640718563,0.5915171288743882,0.6320376503398989,0.5996723102129984,0.7164763458401305,0.6528913334324364,0.6294864715626726,0.7438825448613376,0.6819201435621355
Pyrosomatida,Pyrosomatida,True,0.36363636363636365,0.16,0.2222222222222222,0.9583333333333334,0.92,0.9387755102040817,0.9358974358974359,0.9733333333333334,0.954248366013072,0.9240506329113924,0.9733333333333334,0.948051948051948
Foraminifera,Rhizaria,True,0.24517374517374518,0.27078891257995735,0.2573454913880446,0.9100877192982456,0.8848614072494669,0.8972972972972973,0.8596491228070176,0.9402985074626866,0.8981670061099797,0.8839103869653768,0.9253731343283582,0.9041666666666667
Phaeodaria,Rhizaria,True,0.38738964686998395,0.9527510486059709,0.5508166321945653,0.9681615460852329,0.964100666173205,0.9661268389170479,0.946287896872762,0.9780409573155687,0.9619024508614414,0.9568684305907937,0.9770540340488527,0.9668558872001465
endostyle,Salpida,True,0.8,0.08888888888888889,0.16,0.5521472392638037,0.6666666666666666,0.6040268456375839,0.4703196347031963,0.762962962962963,0.5819209039548022,0.4976958525345622,0.8,0.6136363636363636
juvenile<Salpida,Salpida,True,0.0,0.0,0.0,0.8947368421052632,0.7611940298507462,0.8225806451612904,0.7590361445783133,0.9402985074626866,0.84,0.7439024390243902,0.9104477611940298,0.8187919463087249
nucleus,Salpida,True,0.6363636363636364,0.06306306306306306,0.11475409836065574,0.7272727272727273,0.6486486486486487,0.6857142857142857,0.6350877192982456,0.8153153153153153,0.7140039447731755,0.6964980544747081,0.8063063063063063,0.7473903966597077
Salpida,Salpida,True,0.2788575961919873,0.8573170731707317,0.420832086201736,0.9408333333333333,0.9178861788617886,0.9292181069958848,0.9298679867986799,0.916260162601626,0.923013923013923,0.9246411483253588,0.9426829268292682,0.9335748792270532
Bassia,Siphonophorae,True,0.0,0.0,0.0,1.0,0.4,0.5714285714285714,0.42857142857142855,0.6,0.5,0.7,0.4666666666666667,0.56
bract<Abylopsis tetragona,Siphonophorae,True,0.2591623036649215,0.5351351351351351,0.3492063492063492,0.9,0.9243243243243243,0.912,0.8446601941747572,0.9405405405405406,0.8900255754475703,0.8403755868544601,0.9675675675675676,0.8994974874371859
bract<Diphyidae,Siphonophorae,True,0.23137254901960785,0.08100686498855836,0.12,0.8474199288256228,0.8718535469107551,0.8594631175276336,0.8098705501618123,0.9162471395881007,0.8597809748765299,0.8508358336905272,0.9084668192219679,0.8787073926516158
eudoxie<Abylopsis tetragona,Siphonophorae,True,0.0,0.0,0.0,0.9545454545454546,0.8571428571428571,0.9032258064516129,0.9560439560439561,0.8877551020408163,0.9206349206349206,0.8737864077669902,0.9183673469387755,0.8955223880597015
eudoxie<Diphyidae,Siphonophorae,True,0.2857142857142857,0.015238095238095238,0.028933092224231464,0.8865546218487395,0.8038095238095239,0.8431568431568431,0.864406779661017,0.8742857142857143,0.8693181818181818,0.8943396226415095,0.9028571428571428,0.8985781990521327
gonophore<Abylopsis tetragona,Siphonophorae,True,0.13333333333333333,0.11055276381909548,0.12087912087912088,0.9408602150537635,0.8793969849246231,0.9090909090909091,0.8767772511848341,0.9296482412060302,0.9024390243902439,0.9261083743842364,0.9447236180904522,0.9353233830845771
gonophore<Diphyidae,Siphonophorae,True,0.22373696872493987,0.45365853658536587,0.2996777658431794,0.9292929292929293,0.9349593495934959,0.9321175278622087,0.9249800478850758,0.9422764227642276,0.9335481272654047,0.9292490118577075,0.9556910569105691,0.9422845691382765
nectophore<Abylopsis tetragona,Siphonophorae,True,0.4067796610169492,0.13872832369942195,0.20689655172413793,0.9245283018867925,0.8497109826589595,0.8855421686746988,0.8190954773869347,0.9421965317919075,0.8763440860215054,0.8823529411764706,0.953757225433526,0.9166666666666666
nectophore<Diphyidae,Siphonophorae,True,0.4954756980351603,0.8677835635046411,0.6307907512548342,0.9291213768115942,0.9289110255829749,0.9290161892901619,0.9208032490974729,0.9239302694136292,0.9223641089388631,0.9255366726296959,0.937061353860086,0.93126335920801
nectophore<Hippopodiidae,Siphonophorae,True,0.4,0.11764705882352941,0.18181818181818182,0.8461538461538461,0.6470588235294118,0.7333333333333333,0.75,0.8823529411764706,0.8108108108108109,0.8333333333333334,0.8823529411764706,0.8571428571428571
nectophore<Physonectae,Siphonophorae,True,0.5617402431222009,0.6334776334776335,0.5954560868090878,0.8612473721093202,0.8867243867243867,0.8738002132954141,0.7247910863509749,0.9386724386724387,0.8179817667400189,0.7717842323651453,0.9393939393939394,0.8473804100227791
part<Siphonophorae,Siphonophorae,True,0.0,0.0,0.0,0.7211267605633803,0.6213592233009708,0.6675358539765319,0.7288135593220338,0.6262135922330098,0.6736292428198434,0.634,0.7694174757281553,0.6951754385964912
Physonectae,Siphonophorae,True,0.0,0.0,0.0,0.7142857142857143,0.3125,0.43478260869565216,0.47058823529411764,0.5,0.48484848484848486,0.6,0.75,0.6666666666666666
siphonula,Siphonophorae,True,0.28,0.14583333333333334,0.1917808219178082,0.9333333333333333,0.875,0.9032258064516129,0.8227848101265823,0.9027777777777778,0.8609271523178808,0.8535031847133758,0.9305555555555556,0.8903654485049833
Coscinodiscus,Stramenopiles,True,0.7973333333333333,0.27813953488372095,0.4124137931034483,0.9765917602996255,0.9702325581395349,0.973401773215119,0.9622815087396505,0.9730232558139534,0.967622571692877,0.9677121771217713,0.9758139534883721,0.9717461787864752
actinula<Solmundella bitentaculata,Trachylina,True,0.0,0.0,0.0,0.8461538461538461,0.5789473684210527,0.6875,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.9333333333333333,0.7368421052631579,0.8235294117647058
Aglaura,Trachylina,True,0.549407114624506,0.610989010989011,0.578563995837669,0.9340909090909091,0.9032967032967033,0.9184357541899442,0.9185022026431718,0.9164835164835164,0.9174917491749175,0.9259259259259259,0.9340659340659341,0.9299781181619255
Liriope<Geryoniidae,Trachylina,True,0.0,0.0,0.0,0.8125,0.38235294117647056,0.52,0.7931034482758621,0.6764705882352942,0.7301587301587301,0.8888888888888888,0.7058823529411765,0.7868852459016393
Rhopalonema velatum,Trachylina,True,0.7745664739884393,0.35924932975871315,0.4908424908424908,0.8238213399503722,0.8900804289544236,0.8556701030927835,0.7881548974943052,0.9276139410187667,0.8522167487684729,0.8188235294117647,0.9329758713136729,0.8721804511278195
Solmundella bitentaculata,Trachylina,True,1.0,0.017857142857142856,0.03508771929824561,0.8611111111111112,0.5535714285714286,0.6739130434782609,0.6666666666666666,0.75,0.7058823529411765,0.6527777777777778,0.8392857142857143,0.734375
artefact,artefact,False,0.7947543713572023,0.7420316144078777,0.7674886089520235,0.7562930353313015,0.8681005441824307,0.8083489171743983,0.721555949525498,0.8964757709251101,0.7995608713237419,0.7100878521660103,0.9111168696553511,0.7981385846433233
badfocus<artefact,badfocus,False,0.6037574722459437,0.11693681773073106,0.1959262851600388,0.6979124849458049,0.5750909692358585,0.6305767138193689,0.6201027617212588,0.6387694343367516,0.6292977024604856,0.64348424857979,0.6182600066159444,0.6306199915647406
bubble,bubble,False,0.8105590062111802,0.10731907894736842,0.1895424836601307,0.9176854115729421,0.9259868421052632,0.9218174375767499,0.8730638458632414,0.9502467105263158,0.9100216578066549,0.873589164785553,0.9547697368421053,0.9123772102161101
detritus,detritus,False,0.44593998234774934,0.7245725317153888,0.5520929646129277,0.8074248366013071,0.8517374517374517,0.8289893973963226,0.8785207894232612,0.7586872586872587,0.8142184864000948,0.8958944765045342,0.7492553778268064,0.8160396485694976
fiber<detritus,fiber,False,0.8848648648648648,0.48807394156231365,0.6291314373558801,0.763988746483276,0.7286821705426356,0.7459179001983824,0.7247088536551144,0.7699761478831246,0.7466570292735815,0.720104943385805,0.7774299344066786,0.7476702508960573
